"date","region","cum_cases","cum_deaths","daily_cases"
"2023-03-27","Incheon","1786567","1891","280"
"2023-03-27","Jeju","390882","272","125"
"2023-03-28","Daejeon","898083","945","446"
"2023-03-28","Chungcheongnam-do","1245406","1565","463"
"2023-03-28","Seoul","5980854","6376","3113"
"2023-03-28","Ulsan","658307","531","94"
"2023-03-28","Jeollabuk-do","1033935","1220","513"
"2023-03-28","Incheon","1787288","1891","719"
"2023-03-28","Lazaretto","17742","16","0"
"2023-03-28","Gwangju","896347","822","294"
"2023-03-28","Gyeongsangbuk-do","1412129","2088","434"
"2023-03-28","Chungcheongbuk-do","965821","1033","320"
"2023-03-28","Jeju","390989","272","107"
"2023-03-28","Sejong","244413","56","161"
"2023-03-28","Jeollanam-do","1006628","988","323"
"2023-03-28","Total","30784777","34231","12110"
"2023-03-28","Gangwon-do","904302","1318","238"
"2023-03-28","Busan","1829682","2816","396"
"2023-03-28","Gyeongsangnam-do","1845584","1945","463"
"2023-03-28","Gyeonggi-do","8322363","8360","3589"
"2023-03-28","Daegu","1345716","1989","442"
"2023-03-29","Gyeongsangbuk-do","1412718","2090","589"
"2023-03-29","Daejeon","898486","945","403"
"2023-03-29","Lazaretto","17749","16","0"
"2023-03-29","Gyeonggi-do","8326166","8364","3802"
"2023-03-29","Jeollabuk-do","1034547","1220","610"
"2023-03-29","Gangwon-do","904648","1318","346"
"2023-03-29","Total","30797904","34245","13112"
"2023-03-29","Incheon","1788080","1891","790"
"2023-03-29","Sejong","244561","56","148"
"2023-03-29","Daegu","1346132","1991","414"
"2023-03-29","Jeollanam-do","1007018","989","390"
"2023-03-29","Gwangju","896742","822","395"
"2023-03-29","Jeju","391212","272","223"
"2023-03-29","Seoul","5983825","6377","2970"
"2023-03-29","Chungcheongnam-do","1245951","1566","545"
"2023-03-29","Busan","1830042","2817","360"
"2023-03-29","Gyeongsangnam-do","1846082","1946","498"
"2023-03-29","Ulsan","658417","531","110"
"2023-03-29","Chungcheongbuk-do","966347","1034","526"
"2023-03-30","Sejong","244682","56","121"
"2023-03-30","Seoul","5986560","6379","2734"
"2023-03-30","Total","30808936","34255","11018"
"2023-03-30","Jeju","391351","272","139"
"2023-03-30","Jeollanam-do","1007311","991","293"
"2023-03-30","Gyeongsangbuk-do","1413157","2091","438"
"2023-03-30","Gyeonggi-do","8329249","8365","3081"
"2023-03-30","Ulsan","658527","531","110"
"2023-03-30","Daegu","1346503","1991","368"
"2023-03-30","Busan","1830353","2818","309"
"2023-03-30","Chungcheongnam-do","1246427","1566","476"
"2023-03-30","Chungcheongbuk-do","966733","1034","386"
"2023-03-30","Incheon","1788836","1892","753"
"2023-03-30","Daejeon","898870","945","384"
"2023-03-30","Lazaretto","17751","16","0"
"2023-03-30","Gangwon-do","904894","1318","246"
"2023-03-30","Gwangju","897068","823","326"
"2023-03-30","Jeollabuk-do","1035063","1220","516"
"2023-03-30","Gyeongsangnam-do","1846427","1947","345"
"2023-03-31","Incheon","1789461","1892","625"
"2023-03-31","Busan","1830701","2819","348"
"2023-03-31","Jeju","391475","272","124"
"2023-03-31","Chungcheongnam-do","1246862","1566","435"
"2023-03-31","Gyeongsangnam-do","1846763","1947","336"
"2023-03-31","Gwangju","897404","823","336"
"2023-03-31","Daejeon","899193","945","323"
"2023-03-31","Gyeongsangbuk-do","1413569","2091","412"
"2023-03-31","Chungcheongbuk-do","967092","1035","359"
"2023-03-31","Sejong","244820","56","138"
"2023-03-31","Daegu","1346873","1993","368"
"2023-03-31","Gangwon-do","905156","1320","262"
"2023-03-31","Lazaretto","17760","16","0"
"2023-03-31","Jeollanam-do","1007635","991","323"
"2023-03-31","Gyeonggi-do","8332215","8365","2964"
"2023-03-31","Ulsan","658617","531","90"
"2023-03-31","Seoul","5989042","6382","2482"
"2023-03-31","Jeollabuk-do","1035492","1221","425"
"2023-03-31","Total","30819304","34265","10350"
"2023-04-01","Chungcheongbuk-do","967478","1036","386"
"2023-04-01","Gyeonggi-do","8334994","8367","2976"
"2023-04-01","Sejong","244930","56","113"
"2023-04-01","Gyeongsangbuk-do","1413993","2091","427"
"2023-04-01","Total","30829827","34270","10511"
"2023-04-01","Incheon","1790056","1892","687"
"2023-04-01","Ulsan","658729","531","113"
"2023-04-01","Busan","1830937","2819","281"
"2023-04-01","Gangwon-do","905366","1320","213"
"2023-04-01","Jeollabuk-do","1035943","1221","457"
"2023-04-01","Gyeongsangnam-do","1847116","1948","359"
"2023-04-01","Daegu","1347245","1993","373"
"2023-04-01","Chungcheongnam-do","1247260","1566","440"
"2023-04-01","Lazaretto","17765","16","0"
"2023-04-01","Daejeon","899531","945","343"
"2023-04-01","Jeollanam-do","1007993","991","358"
"2023-04-01","Seoul","5991150","6383","2522"
"2023-04-01","Gwangju","897741","823","338"
"2023-04-01","Jeju","391600","272","125"
"2023-04-02","Jeollabuk-do","1036386","1221","443"
"2023-04-02","Chungcheongbuk-do","967774","1036","296"
"2023-04-02","Gyeongsangbuk-do","1414356","2091","362"
"2023-04-02","Gyeonggi-do","8337736","8369","2742"
"2023-04-02","Sejong","245060","56","130"
"2023-04-02","Total","30839551","34278","9706"
"2023-04-02","Lazaretto","17776","16","0"
"2023-04-02","Jeju","391756","272","156"
"2023-04-02","Daegu","1347609","1995","362"
"2023-04-02","Busan","1831189","2821","251"
"2023-04-02","Seoul","5993551","6383","2401"
"2023-04-02","Ulsan","658828","531","99"
"2023-04-02","Daejeon","899841","945","310"
"2023-04-02","Incheon","1790719","1894","663"
"2023-04-02","Jeollanam-do","1008284","991","291"
"2023-04-02","Chungcheongnam-do","1247656","1566","396"
"2023-04-02","Gwangju","898076","823","334"
"2023-04-02","Gyeongsangnam-do","1847390","1948","272"
"2023-04-02","Gangwon-do","905564","1320","198"
"2023-04-03","Seoul","5994393","6384","842"
"2023-04-03","Total","30843900","34281","4331"
"2023-04-03","Gyeonggi-do","8339121","8368","1385"
"2023-04-03","Lazaretto","17784","16","0"
"2023-04-03","Gangwon-do","905697","1320","133"
"2023-04-03","Gwangju","898232","823","156"
"2023-04-03","Jeju","391865","272","109"
"2023-04-03","Gyeongsangnam-do","1847540","1951","150"
"2023-04-03","Jeollabuk-do","1036557","1221","170"
"2023-04-03","Daejeon","899973","945","132"
"2023-04-03","Sejong","245104","56","44"
"2023-04-03","Busan","1831296","2820","106"
"2023-04-03","Chungcheongnam-do","1247810","1566","154"
"2023-04-03","Gyeongsangbuk-do","1414537","2091","181"
"2023-04-03","Chungcheongbuk-do","967957","1036","183"
"2023-04-03","Ulsan","658864","531","36"
"2023-04-03","Daegu","1347753","1994","140"
"2023-04-03","Incheon","1790973","1895","250"
"2023-04-03","Jeollanam-do","1008444","992","160"
"2023-04-04","Seoul","5997981","6387","3588"
"2023-04-04","Gyeonggi-do","8343059","8368","3937"
"2023-04-04","Busan","1831730","2820","434"
"2023-04-04","Daejeon","900443","946","470"
"2023-04-04","Ulsan","658987","531","123"
"2023-04-04","Gyeongsangbuk-do","1414959","2092","422"
"2023-04-04","Jeollanam-do","1008829","992","385"
"2023-04-04","Sejong","245278","56","174"
"2023-04-04","Gwangju","898635","823","402"
"2023-04-04","Lazaretto","17791","16","0"
"2023-04-04","Chungcheongnam-do","1248354","1567","544"
"2023-04-04","Total","30857275","34289","13359"
"2023-04-04","Jeollabuk-do","1037076","1221","518"
"2023-04-04","Gangwon-do","905963","1321","264"
"2023-04-04","Gyeongsangnam-do","1847998","1952","458"
"2023-04-04","Jeju","391949","272","84"
"2023-04-04","Daegu","1348164","1994","409"
"2023-04-04","Incheon","1791795","1895","820"
"2023-04-04","Chungcheongbuk-do","968284","1036","327"
"2023-04-05","Sejong","245424","56","146"
"2023-04-05","Incheon","1792743","1895","948"
"2023-04-05","Gyeongsangbuk-do","1415526","2092","567"
"2023-04-05","Total","30871740","34296","14455"
"2023-04-05","Gyeongsangnam-do","1848455","1952","457"
"2023-04-05","Gwangju","899193","823","557"
"2023-04-05","Chungcheongbuk-do","968818","1037","534"
"2023-04-05","Chungcheongnam-do","1248950","1567","596"
"2023-04-05","Seoul","6001334","6390","3353"
"2023-04-05","Daegu","1348660","1994","495"
"2023-04-05","Busan","1832140","2821","410"
"2023-04-05","Gangwon-do","906344","1321","381"
"2023-04-05","Jeju","392141","272","192"
"2023-04-05","Lazaretto","17796","16","0"
"2023-04-05","Gyeonggi-do","8347214","8369","4152"
"2023-04-05","Daejeon","900919","947","476"
"2023-04-05","Jeollanam-do","1009298","992","469"
"2023-04-05","Ulsan","659146","531","159"
"2023-04-05","Jeollabuk-do","1037639","1221","563"
"2023-04-06","Ulsan","659237","531","91"
"2023-04-06","Seoul","6004221","6393","2887"
"2023-04-06","Chungcheongnam-do","1249486","1570","536"
"2023-04-06","Sejong","245549","56","125"
"2023-04-06","Gyeongsangbuk-do","1415965","2093","439"
"2023-04-06","Daegu","1349033","1994","371"
"2023-04-06","Chungcheongbuk-do","969232","1038","414"
"2023-04-06","Gyeonggi-do","8350799","8372","3583"
"2023-04-06","Busan","1832466","2822","326"
"2023-04-06","Gangwon-do","906620","1321","276"
"2023-04-06","Daejeon","901298","947","379"
"2023-04-06","Jeollabuk-do","1038128","1221","489"
"2023-04-06","Lazaretto","17803","16","0"
"2023-04-06","Incheon","1793520","1896","777"
"2023-04-06","Gyeongsangnam-do","1848892","1952","437"
"2023-04-06","Jeju","392263","272","122"
"2023-04-06","Gwangju","899620","823","427"
"2023-04-06","Jeollanam-do","1009692","992","393"
"2023-04-06","Total","30883824","34309","12072"
"2023-04-07","Daejeon","901647","947","349"
"2023-04-07","Gyeonggi-do","8353862","8374","3059"
"2023-04-07","Gangwon-do","906896","1322","276"
"2023-04-07","Lazaretto","17807","16","0"
"2023-04-07","Jeollabuk-do","1038573","1222","445"
"2023-04-07","Total","30894559","34318","10718"
"2023-04-07","Gyeongsangbuk-do","1416336","2093","371"
"2023-04-07","Chungcheongnam-do","1249971","1570","485"
"2023-04-07","Ulsan","659312","531","75"
"2023-04-07","Gyeongsangnam-do","1849204","1954","312"
"2023-04-07","Chungcheongbuk-do","969565","1038","333"
"2023-04-07","Daegu","1349370","1994","334"
"2023-04-07","Seoul","6006888","6395","2664"
"2023-04-07","Jeollanam-do","1010053","992","360"
"2023-04-07","Incheon","1794268","1896","746"
"2023-04-07","Gwangju","899962","824","342"
"2023-04-07","Jeju","392400","272","137"
"2023-04-07","Sejong","245669","56","120"
"2023-04-07","Busan","1832776","2822","310"
"2023-04-08","Total","30904502","34322","10360"
"2023-04-08","Busan","1832983","2823","265"
"2023-04-08","Jeju","392499","272","99"
"2023-04-08","Chungcheongbuk-do","969900","1038","335"
"2023-04-08","Ulsan","659396","531","91"
"2023-04-08","Gangwon-do","907160","1322","267"
"2023-04-08","Jeollabuk-do","1038982","1222","418"
"2023-04-08","Sejong","245780","56","111"
"2023-04-08","Gyeonggi-do","8356733","8376","3006"
"2023-04-08","Daegu","1349683","1994","318"
"2023-04-08","Gyeongsangnam-do","1849581","1955","378"
"2023-04-08","Jeollanam-do","1010418","992","366"
"2023-04-08","Gyeongsangbuk-do","1416679","2093","346"
"2023-04-08","Chungcheongnam-do","1250431","1570","462"
"2023-04-08","Incheon","1794910","1896","695"
"2023-04-08","Gwangju","900297","824","336"
"2023-04-08","Seoul","6009339","6395","2589"
"2023-04-08","Daejeon","901921","947","278"
"2023-04-08","Lazaretto","17810","16","0"
"2023-04-09","Gwangju","900616","0","319"
"2023-04-09","Daegu","1350005","0","319"
"2023-04-09","Chungcheongnam-do","1250844","0","413"
"2023-04-09","Chungcheongbuk-do","970134","0","234"
"2023-04-09","Lazaretto","17815","0","0"
"2023-04-09","Ulsan","659477","0","81"
"2023-04-09","Gyeonggi-do","8359544","0","2811"
"2023-04-09","Sejong","245879","0","99"
"2023-04-09","Gangwon-do","907383","0","222"
"2023-04-09","Incheon","1795602","0","689"
"2023-04-09","Daejeon","902195","0","274"
"2023-04-09","Jeollabuk-do","1039360","0","378"
"2023-04-09","Seoul","6011624","0","2284"
"2023-04-09","Gyeongsangnam-do","1849907","0","326"
"2023-04-09","Jeollanam-do","1010779","0","361"
"2023-04-09","Jeju","392624","0","125"
"2023-04-09","Total","30914055","0","9539"
"2023-04-09","Busan","1833241","0","258"
"2023-04-09","Gyeongsangbuk-do","1417026","0","346"
"2023-04-10","Incheon","1795829","1897","225"
"2023-04-10","Seoul","6012452","6396","828"
"2023-04-10","Ulsan","659520","531","43"
"2023-04-10","Daegu","1350095","1994","90"
"2023-04-10","Busan","1833349","2823","108"
"2023-04-10","Lazaretto","17819","16","0"
"2023-04-10","Daejeon","902282","947","87"
"2023-04-10","Gyeonggi-do","8360821","8376","1277"
"2023-04-10","Jeju","392711","272","86"
"2023-04-10","Chungcheongnam-do","1250993","1571","149"
"2023-04-10","Sejong","245912","56","33"
"2023-04-10","Chungcheongbuk-do","970324","1040","190"
"2023-04-10","Gwangju","900760","824","144"
"2023-04-10","Gangwon-do","907530","1323","146"
"2023-04-10","Gyeongsangbuk-do","1417185","2096","159"
"2023-04-10","Jeollanam-do","1010946","992","167"
"2023-04-10","Gyeongsangnam-do","1850032","1956","125"
"2023-04-10","Total","30918060","34332","3997"
"2023-04-10","Jeollabuk-do","1039500","1222","140"
"2023-04-11","Total","30930504","34342","12421"
"2023-04-11","Chungcheongnam-do","1251460","1571","467"
"2023-04-11","Incheon","1796668","1898","832"
"2023-04-11","Busan","1833727","2823","378"
"2023-04-11","Seoul","6015940","6400","3488"
"2023-04-11","Chungcheongbuk-do","970676","1040","352"
"2023-04-11","Gyeongsangbuk-do","1417546","2096","361"
"2023-04-11","Daegu","1350472","1995","377"
"2023-04-11","Gyeonggi-do","8364538","8379","3716"
"2023-04-11","Lazaretto","17828","16","0"
"2023-04-11","Gangwon-do","907847","1323","316"
"2023-04-11","Ulsan","659599","531","78"
"2023-04-11","Gyeongsangnam-do","1850417","1956","384"
"2023-04-11","Jeollabuk-do","1039918","1223","417"
"2023-04-11","Gwangju","901081","824","319"
"2023-04-11","Daejeon","902615","947","333"
"2023-04-11","Jeollanam-do","1011343","992","397"
"2023-04-11","Sejong","246046","56","134"
"2023-04-11","Jeju","392783","272","72"
"2023-04-12","Gyeongsangnam-do","1850853","1956","435"
"2023-04-12","Chungcheongnam-do","1252057","1572","597"
"2023-04-12","Sejong","246178","56","132"
"2023-04-12","Total","30944430","34356","13917"
"2023-04-12","Busan","1834147","2826","420"
"2023-04-12","Daegu","1350875","1996","400"
"2023-04-12","Gangwon-do","908261","1324","414"
"2023-04-12","Gyeonggi-do","8368669","8381","4128"
"2023-04-12","Jeollabuk-do","1040410","1224","492"
"2023-04-12","Gwangju","901536","824","455"
"2023-04-12","Daejeon","902982","947","367"
"2023-04-12","Jeollanam-do","1011820","992","477"
"2023-04-12","Gyeongsangbuk-do","1418029","2096","483"
"2023-04-12","Lazaretto","17828","16","0"
"2023-04-12","Incheon","1797630","1898","960"
"2023-04-12","Ulsan","659702","531","103"
"2023-04-12","Seoul","6019438","6403","3498"
"2023-04-12","Chungcheongbuk-do","971064","1041","388"
"2023-04-12","Jeju","392951","273","168"
"2023-04-13","Gyeongsangbuk-do","1418428","2096","399"
"2023-04-13","Gyeonggi-do","8372071","8382","3400"
"2023-04-13","Gwangju","901874","825","337"
"2023-04-13","Seoul","6022255","6405","2816"
"2023-04-13","Chungcheongnam-do","1252622","1572","565"
"2023-04-13","Total","30956026","34361","11581"
"2023-04-13","Gyeongsangnam-do","1851248","1956","394"
"2023-04-13","Ulsan","659813","531","110"
"2023-04-13","Sejong","246274","56","96"
"2023-04-13","Gangwon-do","908557","1324","296"
"2023-04-13","Jeollabuk-do","1040799","1224","389"
"2023-04-13","Daegu","1351215","1996","339"
"2023-04-13","Chungcheongbuk-do","971427","1041","363"
"2023-04-13","Daejeon","903332","947","350"
"2023-04-13","Jeollanam-do","1012288","992","468"
"2023-04-13","Incheon","1798419","1898","787"
"2023-04-13","Busan","1834506","2827","359"
"2023-04-13","Jeju","393064","273","113"
"2023-04-13","Lazaretto","17834","16","0"
"2023-04-14","Chungcheongbuk-do","971757","1041","329"
"2023-04-14","Gangwon-do","908845","1324","287"
"2023-04-14","Ulsan","659894","531","81"
"2023-04-14","Busan","1834868","2827","362"
"2023-04-14","Jeollanam-do","1012666","992","378"
"2023-04-14","Lazaretto","17839","16","0"
"2023-04-14","Jeju","393179","273","114"
"2023-04-14","Total","30967692","34366","11651"
"2023-04-14","Gyeonggi-do","8375552","8383","3479"
"2023-04-14","Daegu","1351543","1996","323"
"2023-04-14","Seoul","6025266","6405","3011"
"2023-04-14","Daejeon","903702","947","370"
"2023-04-14","Chungcheongnam-do","1253134","1575","512"
"2023-04-14","Gyeongsangbuk-do","1418794","2097","366"
"2023-04-14","Gyeongsangnam-do","1851625","1956","377"
"2023-04-14","Gwangju","902245","825","371"
"2023-04-14","Sejong","246375","56","101"
"2023-04-14","Jeollabuk-do","1041238","1224","439"
"2023-04-14","Incheon","1799170","1898","751"
"2023-04-15","Daejeon","904030","947","333"
"2023-04-15","Gangwon-do","909121","1324","281"
"2023-04-15","Gyeongsangbuk-do","1419161","2097","363"
"2023-04-15","Lazaretto","17844","16","0"
"2023-04-15","Ulsan","659976","531","82"
"2023-04-15","Chungcheongbuk-do","972111","1041","359"
"2023-04-15","Gwangju","902641","825","429"
"2023-04-15","Jeollanam-do","1013095","993","432"
"2023-04-15","Gyeongsangnam-do","1852013","1956","394"
"2023-04-15","Incheon","1799891","1898","741"
"2023-04-15","Daegu","1351894","1996","351"
"2023-04-15","Gyeonggi-do","8378973","8383","3543"
"2023-04-15","Chungcheongnam-do","1253600","1575","474"
"2023-04-15","Total","30978954","34368","11657"
"2023-04-15","Jeollabuk-do","1041588","1224","368"
"2023-04-15","Sejong","246491","56","116"
"2023-04-15","Seoul","6028033","6405","2919"
"2023-04-15","Jeju","393325","274","147"
"2023-04-15","Busan","1835167","2827","325"
"2023-04-16","Chungcheongbuk-do","972416","0","304"
"2023-04-16","Seoul","6030637","0","2604"
"2023-04-16","Gangwon-do","909316","0","195"
"2023-04-16","Lazaretto","17855","0","0"
"2023-04-16","Busan","1835472","0","301"
"2023-04-16","Gyeongsangbuk-do","1419488","0","325"
"2023-04-16","Sejong","246600","0","109"
"2023-04-16","Jeollabuk-do","1041957","0","369"
"2023-04-16","Gyeonggi-do","8381950","0","2977"
"2023-04-16","Total","30989142","0","10166"
"2023-04-16","Ulsan","660063","0","86"
"2023-04-16","Gyeongsangnam-do","1852356","0","342"
"2023-04-16","Daejeon","904331","0","301"
"2023-04-16","Daegu","1352182","0","286"
"2023-04-16","Chungcheongnam-do","1254048","0","448"
"2023-04-16","Jeju","393435","0","110"
"2023-04-16","Gwangju","902929","0","288"
"2023-04-16","Incheon","1800633","0","742"
"2023-04-16","Jeollanam-do","1013474","0","379"
"2023-04-17","Jeollanam-do","1013622","993","148"
"2023-04-17","Seoul","6031694","6407","1057"
"2023-04-17","Jeju","393502","274","67"
"2023-04-17","Ulsan","660105","531","42"
"2023-04-17","Daegu","1352281","1996","99"
"2023-04-17","Daejeon","904470","947","139"
"2023-04-17","Busan","1835597","2828","125"
"2023-04-17","Total","30994088","34376","4923"
"2023-04-17","Gyeongsangbuk-do","1419635","2097","144"
"2023-04-17","Gyeongsangnam-do","1852477","1956","120"
"2023-04-17","Sejong","246653","56","53"
"2023-04-17","Gangwon-do","909501","1324","185"
"2023-04-17","Gyeonggi-do","8383694","8386","1743"
"2023-04-17","Chungcheongbuk-do","972571","1041","155"
"2023-04-17","Gwangju","903125","825","196"
"2023-04-17","Incheon","1800945","1898","305"
"2023-04-17","Lazaretto","17866","16","0"
"2023-04-17","Chungcheongnam-do","1254263","1576","215"
"2023-04-17","Jeollabuk-do","1042087","1225","130"
"2023-04-18","Chungcheongbuk-do","972944","1041","373"
"2023-04-18","Chungcheongnam-do","1254813","1576","550"
"2023-04-18","Gyeongsangbuk-do","1419972","2097","334"
"2023-04-18","Gyeonggi-do","8388309","8387","4610"
"2023-04-18","Sejong","246812","56","159"
"2023-04-18","Jeju","393615","274","113"
"2023-04-18","Jeollabuk-do","1042531","1226","444"
"2023-04-18","Gwangju","903512","825","387"
"2023-04-18","Ulsan","660229","531","123"
"2023-04-18","Busan","1836012","2829","414"
"2023-04-18","Lazaretto","17870","16","0"
"2023-04-18","Total","31009261","34386","15153"
"2023-04-18","Gyeongsangnam-do","1852944","1958","467"
"2023-04-18","Incheon","1802017","1898","1068"
"2023-04-18","Daejeon","904941","947","471"
"2023-04-18","Gangwon-do","909871","1325","370"
"2023-04-18","Daegu","1352716","1997","434"
"2023-04-18","Jeollanam-do","1014086","994","464"
"2023-04-18","Seoul","6036067","6409","4372"
"2023-04-19","Seoul","6040320","6410","4250"
"2023-04-19","Total","31025769","34392","16474"
"2023-04-19","Lazaretto","17884","16","0"
"2023-04-19","Daegu","1353229","1997","510"
"2023-04-19","Incheon","1803100","1898","1082"
"2023-04-19","Jeollanam-do","1014602","995","516"
"2023-04-19","Jeollabuk-do","1043068","1226","537"
"2023-04-19","Jeju","393818","274","202"
"2023-04-19","Busan","1836449","2830","437"
"2023-04-19","Gangwon-do","910288","1326","416"
"2023-04-19","Chungcheongnam-do","1255556","1576","743"
"2023-04-19","Gyeongsangbuk-do","1420483","2097","510"
"2023-04-19","Sejong","246960","56","148"
"2023-04-19","Gyeonggi-do","8393182","8388","4869"
"2023-04-19","Gwangju","904074","825","560"
"2023-04-19","Chungcheongbuk-do","973451","1041","506"
"2023-04-19","Gyeongsangnam-do","1853508","1959","563"
"2023-04-19","Daejeon","905430","947","489"
"2023-04-19","Ulsan","660367","531","136"
"2023-04-20","Chungcheongbuk-do","973866","1043","415"
"2023-04-20","Gyeonggi-do","8397346","8390","4164"
"2023-04-20","Jeollanam-do","1015055","995","453"
"2023-04-20","Jeju","393987","274","169"
"2023-04-20","Seoul","6044004","6412","3684"
"2023-04-20","Daegu","1353628","1997","396"
"2023-04-20","Gangwon-do","910708","1326","420"
"2023-04-20","Jeollabuk-do","1043499","1226","429"
"2023-04-20","Busan","1836854","2832","405"
"2023-04-20","Gyeongsangbuk-do","1420954","2097","470"
"2023-04-20","Lazaretto","17893","16","0"
"2023-04-20","Gwangju","904507","825","433"
"2023-04-20","Sejong","247079","56","119"
"2023-04-20","Gyeongsangnam-do","1853993","1960","485"
"2023-04-20","Daejeon","905873","947","443"
"2023-04-20","Ulsan","660486","531","119"
"2023-04-20","Incheon","1803987","1898","880"
"2023-04-20","Chungcheongnam-do","1256144","1576","588"
"2023-04-20","Total","31039863","34401","14072"
"2023-04-21","Incheon","1804826","1898","838"
"2023-04-21","Lazaretto","17905","16","0"
"2023-04-21","Jeju","394155","274","166"
"2023-04-21","Gangwon-do","911178","1326","470"
"2023-04-21","Total","31053459","34408","13575"
"2023-04-21","Chungcheongbuk-do","974271","1043","405"
"2023-04-21","Busan","1837238","2832","384"
"2023-04-21","Seoul","6047486","6412","3481"
"2023-04-21","Daegu","1354070","1998","439"
"2023-04-21","Gwangju","904933","825","426"
"2023-04-21","Daejeon","906294","947","421"
"2023-04-21","Chungcheongnam-do","1256707","1579","563"
"2023-04-21","Ulsan","660601","531","115"
"2023-04-21","Gyeongsangbuk-do","1421399","2098","444"
"2023-04-21","Gyeongsangnam-do","1854493","1960","500"
"2023-04-21","Sejong","247201","56","122"
"2023-04-21","Gyeonggi-do","8401234","8391","3888"
"2023-04-21","Jeollanam-do","1015509","996","453"
"2023-04-21","Jeollabuk-do","1043959","1226","460"
"2023-04-22","Gwangju","905361","825","427"
"2023-04-22","Chungcheongbuk-do","974698","1043","433"
"2023-04-22","Chungcheongnam-do","1257216","1580","521"
"2023-04-22","Jeju","394322","274","166"
"2023-04-22","Seoul","6050772","6413","3531"
"2023-04-22","Busan","1837630","2832","399"
"2023-04-22","Jeollanam-do","1015971","996","462"
"2023-04-22","Gyeonggi-do","8405108","8393","4039"
"2023-04-22","Total","31066725","34413","13765"
"2023-04-22","Gyeongsangbuk-do","1421847","2098","447"
"2023-04-22","Sejong","247319","56","118"
"2023-04-22","Lazaretto","17915","16","0"
"2023-04-22","Gangwon-do","911600","1326","426"
"2023-04-22","Ulsan","660704","531","107"
"2023-04-22","Gyeongsangnam-do","1854997","1961","523"
"2023-04-22","Incheon","1805585","1898","801"
"2023-04-22","Jeollabuk-do","1044371","1226","425"
"2023-04-22","Daegu","1354564","1998","489"
"2023-04-22","Daejeon","906745","947","451"
"2023-04-23","Incheon","1806406","0","820"
"2023-04-23","Gwangju","905715","0","354"
"2023-04-23","Chungcheongnam-do","1257743","0","527"
"2023-04-23","Jeollanam-do","1016430","0","459"
"2023-04-23","Jeollabuk-do","1044783","0","412"
"2023-04-23","Jeju","394464","0","140"
"2023-04-23","Busan","1837998","0","367"
"2023-04-23","Gyeongsangnam-do","1855467","0","470"
"2023-04-23","Chungcheongbuk-do","975023","0","325"
"2023-04-23","Sejong","247431","0","112"
"2023-04-23","Gyeonggi-do","8408499","0","3391"
"2023-04-23","Gyeongsangbuk-do","1422251","0","403"
"2023-04-23","Seoul","6053735","0","2962"
"2023-04-23","Ulsan","660802","0","97"
"2023-04-23","Daegu","1354898","0","334"
"2023-04-23","Daejeon","907096","0","351"
"2023-04-23","Total","31078559","0","11813"
"2023-04-23","Lazaretto","17929","0","0"
"2023-04-23","Gangwon-do","911889","0","289"
"2023-04-24","Incheon","1806696","1899","287"
"2023-04-24","Chungcheongbuk-do","975223","1043","200"
"2023-04-24","Daejeon","907237","949","141"
"2023-04-24","Gyeongsangbuk-do","1422449","2098","197"
"2023-04-24","Gangwon-do","912092","1326","203"
"2023-04-24","Sejong","247466","56","35"
"2023-04-24","Jeollanam-do","1016605","996","175"
"2023-04-24","Daegu","1355066","1999","167"
"2023-04-24","Jeollabuk-do","1044902","1227","119"
"2023-04-24","Gyeongsangnam-do","1855634","1961","167"
"2023-04-24","Gyeonggi-do","8410097","8396","1596"
"2023-04-24","Busan","1838124","2832","126"
"2023-04-24","Jeju","394567","274","103"
"2023-04-24","Lazaretto","17939","16","0"
"2023-04-24","Ulsan","660850","531","48"
"2023-04-24","Chungcheongnam-do","1257976","1583","233"
"2023-04-24","Gwangju","905907","826","191"
"2023-04-24","Seoul","6054756","6415","1019"
"2023-04-24","Total","31083586","34427","5007"
"2023-04-25","Jeju","394667","274","99"
"2023-04-25","Gyeongsangbuk-do","1422840","2099","391"
"2023-04-25","Gyeonggi-do","8414485","8396","4385"
"2023-04-25","Busan","1838610","2833","483"
"2023-04-25","Incheon","1807732","1899","1034"
"2023-04-25","Daegu","1355495","2000","428"
"2023-04-25","Chungcheongbuk-do","975579","1043","356"
"2023-04-25","Total","31098403","34434","14794"
"2023-04-25","Sejong","247606","57","140"
"2023-04-25","Gyeongsangnam-do","1856206","1963","571"
"2023-04-25","Jeollanam-do","1017073","996","468"
"2023-04-25","Daejeon","907722","949","484"
"2023-04-25","Chungcheongnam-do","1258542","1584","566"
"2023-04-25","Jeollabuk-do","1045293","1227","391"
"2023-04-25","Lazaretto","17950","16","0"
"2023-04-25","Ulsan","660967","531","117"
"2023-04-25","Gwangju","906314","826","407"
"2023-04-25","Gangwon-do","912419","1326","327"
"2023-04-25","Seoul","6058903","6415","4147"
"2023-04-26","Lazaretto","17954","16","0"
"2023-04-26","Gyeongsangnam-do","1856832","1965","626"
"2023-04-26","Sejong","247727","57","121"
"2023-04-26","Busan","1839146","2835","536"
"2023-04-26","Chungcheongbuk-do","976120","1043","541"
"2023-04-26","Jeollanam-do","1017670","996","596"
"2023-04-26","Total","31114786","34449","16370"
"2023-04-26","Gyeonggi-do","8419287","8400","4800"
"2023-04-26","Daejeon","908168","949","446"
"2023-04-26","Daegu","1355924","2001","426"
"2023-04-26","Gyeongsangbuk-do","1423432","2100","591"
