"date","region","cum_cases","cum_deaths","daily_cases"
"2023-03-03","Jeollabuk-do","1024128","1210","391"
"2023-03-03","Gyeongsangnam-do","1834187","1914","621"
"2023-03-03","Jeollanam-do","999602","963","373"
"2023-03-03","Gangwon-do","898205","1308","217"
"2023-03-03","Chungcheongbuk-do","957598","1027","296"
"2023-03-03","Gwangju","889638","815","249"
"2023-03-03","Incheon","1774193","1877","577"
"2023-03-03","Daegu","1335872","1978","434"
"2023-03-03","Seoul","5930362","6351","2292"
"2023-03-03","Lazaretto","17569","16","0"
"2023-03-03","Total","30543856","34014","10388"
"2023-03-03","Busan","1819552","2806","641"
"2023-03-03","Gyeonggi-do","8253956","8326","2711"
"2023-03-03","Ulsan","655106","529","172"
"2023-03-03","Sejong","241884","56","86"
"2023-03-03","Daejeon","890004","939","287"
"2023-03-03","Jeju","386197","268","158"
"2023-03-04","Lazaretto","17577","16","0"
"2023-03-04","Ulsan","655304","529","197"
"2023-03-04","Gyeongsangbuk-do","1400552","2073","603"
"2023-03-04","Jeollabuk-do","1024549","1211","425"
"2023-03-04","Daejeon","890303","939","299"
"2023-03-04","Gangwon-do","898491","1308","285"
"2023-03-04","Jeollabuk-do","1024549","1211","425"
"2023-03-04","Gyeongsangbuk-do","1400552","2073","603"
"2023-03-04","Seoul","5932505","6352","2214"
"2023-03-04","Chungcheongbuk-do","957961","1027","364"
"2023-03-04","Jeju","386431","268","235"
"2023-03-04","Sejong","241963","56","80"
"2023-03-04","Gyeonggi-do","8257016","8327","3086"
"2023-03-04","Daejeon","890303","939","299"
"2023-03-04","Lazaretto","17577","16","0"
"2023-03-04","Seoul","5932505","6352","2214"
"2023-03-04","Chungcheongnam-do","1236412","1558","434"
"2023-03-04","Busan","1820176","2806","629"
"2023-03-04","Daegu","1336375","1978","503"
"2023-03-04","Gwangju","889951","815","312"
"2023-03-04","Jeollanam-do","999963","964","362"
"2023-03-04","Total","30554985","34020","11225"
"2023-03-04","Daegu","1336375","1978","503"
"2023-03-04","Sejong","241963","56","80"
"2023-03-04","Jeju","386431","268","235"
"2023-03-04","Incheon","1774694","1878","504"
"2023-03-04","Gyeongsangnam-do","1834879","1915","693"
"2023-03-04","Chungcheongnam-do","1236412","1558","434"
"2023-03-04","Gyeongsangnam-do","1834879","1915","693"
"2023-03-04","Incheon","1774694","1878","504"
"2023-03-04","Gwangju","889951","815","312"
"2023-03-04","Gangwon-do","898491","1308","285"
"2023-03-04","Busan","1820176","2806","629"
"2023-03-04","Ulsan","655304","529","197"
"2023-03-04","Gyeonggi-do","8257016","8327","3086"
"2023-03-04","Chungcheongbuk-do","957961","1027","364"
"2023-03-04","Jeollanam-do","999963","964","362"
"2023-03-05","Lazaretto","17584","0","0"
"2023-03-05","Jeju","386610","0","179"
"2023-03-05","Ulsan","655502","0","198"
"2023-03-05","Jeollanam-do","1000259","0","296"
"2023-03-05","Gangwon-do","898672","0","181"
"2023-03-05","Incheon","1775201","0","507"
"2023-03-05","Gyeonggi-do","8259623","0","2604"
"2023-03-05","Total","30564793","0","9793"
"2023-03-05","Chungcheongbuk-do","958208","0","247"
"2023-03-05","Chungcheongnam-do","1236798","0","386"
"2023-03-05","Daegu","1336888","0","510"
"2023-03-05","Seoul","5934513","0","2007"
"2023-03-05","Jeollabuk-do","1024931","0","382"
"2023-03-05","Daejeon","890607","0","304"
"2023-03-05","Gyeongsangnam-do","1835509","0","630"
"2023-03-05","Sejong","242028","0","65"
"2023-03-05","Gyeongsangbuk-do","1401034","0","482"
"2023-03-05","Busan","1820729","0","553"
"2023-03-05","Gwangju","890219","0","267"
"2023-03-06","Gwangju","890313","815","94"
"2023-03-06","Sejong","242080","56","52"
"2023-03-06","Busan","1820903","2806","174"
"2023-03-06","Chungcheongnam-do","1236981","1558","183"
"2023-03-06","Gangwon-do","898791","1308","119"
"2023-03-06","Jeju","386610","0","179"
"2023-03-06","Lazaretto","17598","16","0"
"2023-03-06","Chungcheongnam-do","1236798","0","386"
"2023-03-06","Total","30564915","0","9798"
"2023-03-06","Total","30569088","34034","4275"
"2023-03-06","Ulsan","655551","529","49"
"2023-03-06","Gwangju","890313","815","94"
"2023-03-06","Daegu","1337030","1979","142"
"2023-03-06","Sejong","242028","0","65"
"2023-03-06","Incheon","1775425","1878","222"
"2023-03-06","Busan","1820729","0","553"
"2023-03-06","Incheon","1775201","0","507"
"2023-03-06","Daegu","1336888","0","510"
"2023-03-06","Sejong","242080","56","52"
"2023-03-06","Chungcheongbuk-do","958437","1027","229"
"2023-03-06","Incheon","1775425","1878","222"
"2023-03-06","Gyeongsangbuk-do","1401034","0","482"
"2023-03-06","Chungcheongnam-do","1236981","1558","183"
"2023-03-06","Daegu","1337030","1979","142"
"2023-03-06","Gyeonggi-do","8260922","8328","1299"
"2023-03-06","Seoul","5934513","0","2007"
"2023-03-06","Gyeongsangnam-do","1835509","0","630"
"2023-03-06","Gyeongsangbuk-do","1401265","2074","231"
"2023-03-06","Jeollabuk-do","1025056","1213","125"
"2023-03-06","Gyeonggi-do","8259623","0","2604"
"2023-03-06","Chungcheongbuk-do","958437","1027","229"
"2023-03-06","Gyeonggi-do","8260922","8328","1299"
"2023-03-06","Busan","1820903","2806","174"
"2023-03-06","Seoul","5935247","6355","734"
"2023-03-06","Ulsan","655502","0","198"
"2023-03-06","Jeollanam-do","1000401","966","138"
"2023-03-06","Jeollanam-do","1000401","966","138"
"2023-03-06","Daejeon","890607","0","304"
"2023-03-06","Ulsan","655551","529","49"
"2023-03-06","Gwangju","890219","0","267"
"2023-03-06","Chungcheongbuk-do","958208","0","247"
"2023-03-06","Daejeon","890729","939","122"
"2023-03-06","Gyeongsangbuk-do","1401265","2074","231"
"2023-03-06","Gyeongsangnam-do","1835744","1918","235"
"2023-03-06","Jeollabuk-do","1024931","0","382"
"2023-03-06","Gangwon-do","898672","0","181"
"2023-03-06","Daejeon","890729","939","122"
"2023-03-06","Jeju","386742","269","132"
"2023-03-06","Lazaretto","17598","16","0"
"2023-03-06","Jeollabuk-do","1025056","1213","125"
"2023-03-06","Jeju","386742","269","132"
"2023-03-06","Gangwon-do","898791","1308","119"
"2023-03-06","Jeollanam-do","1000259","0","296"
"2023-03-06","Seoul","5935247","6355","734"
"2023-03-06","Lazaretto","17584","0","0"
"2023-03-06","Total","30569215","34034","4280"
"2023-03-06","Gyeongsangnam-do","1835744","1918","235"
"2023-03-07","Total","30581369","34049","12262"
"2023-03-07","Ulsan","655742","530","191"
"2023-03-07","Daegu","1337529","1979","497"
"2023-03-07","Gwangju","890609","815","295"
"2023-03-07","Chungcheongbuk-do","958757","1027","320"
"2023-03-07","Incheon","1776052","1879","627"
"2023-03-07","Jeollanam-do","1000765","968","364"
"2023-03-07","Gyeongsangnam-do","1836425","1920","681"
"2023-03-07","Chungcheongnam-do","1237468","1558","487"
"2023-03-07","Lazaretto","17606","16","0"
"2023-03-07","Gyeongsangbuk-do","1401775","2077","510"
"2023-03-07","Jeollabuk-do","1025553","1213","497"
"2023-03-07","Gyeonggi-do","8264355","8328","3431"
"2023-03-07","Sejong","242193","56","113"
"2023-03-07","Jeju","386908","269","166"
"2023-03-07","Busan","1821607","2807","704"
"2023-03-07","Seoul","5937995","6358","2742"
"2023-03-07","Gangwon-do","899071","1309","280"
"2023-03-07","Daejeon","891089","940","360"
"2023-03-08","Seoul","5940442","6358","2446"
"2023-03-08","Gyeonggi-do","8267827","8330","3471"
"2023-03-08","Total","30594160","34061","12779"
"2023-03-08","Chungcheongnam-do","1237988","1558","520"
"2023-03-08","Busan","1822292","2807","685"
"2023-03-08","Gangwon-do","899385","1309","314"
"2023-03-08","Gwangju","890962","816","353"
"2023-03-08","Chungcheongbuk-do","959221","1027","464"
"2023-03-08","Incheon","1776686","1881","633"
"2023-03-08","Ulsan","655957","530","215"
"2023-03-08","Daegu","1338093","1980","564"
"2023-03-08","Jeju","387198","269","290"
"2023-03-08","Daejeon","891450","941","361"
"2023-03-08","Gyeongsangbuk-do","1402547","2078","771"
"2023-03-08","Gyeongsangnam-do","1837123","1920","698"
"2023-03-08","Lazaretto","17613","16","0"
"2023-03-08","Jeollanam-do","1001135","971","369"
"2023-03-08","Sejong","242301","56","108"
"2023-03-08","Jeollabuk-do","1026077","1214","524"
"2023-03-09","Busan","1822869","2810","577"
"2023-03-09","Jeju","387441","269","243"
"2023-03-09","Lazaretto","17618","16","0"
"2023-03-09","Gyeonggi-do","8270720","8332","2891"
"2023-03-09","Total","30605045","34081","10878"
"2023-03-09","Sejong","242400","56","99"
"2023-03-09","Chungcheongnam-do","1238468","1558","480"
"2023-03-09","Gyeongsangnam-do","1837675","1926","552"
"2023-03-09","Daejeon","891766","941","316"
"2023-03-09","Incheon","1777328","1883","642"
"2023-03-09","Ulsan","656135","530","178"
"2023-03-09","Daegu","1338562","1982","469"
"2023-03-09","Gangwon-do","899658","1310","273"
"2023-03-09","Gwangju","891280","817","318"
"2023-03-09","Jeollabuk-do","1026509","1214","432"
"2023-03-09","Gyeongsangbuk-do","1403139","2078","592"
"2023-03-09","Chungcheongbuk-do","959584","1027","363"
"2023-03-09","Seoul","5942573","6358","2131"
"2023-03-09","Jeollanam-do","1001462","974","327"
"2023-03-10","Chungcheongbuk-do","959913","1027","329"
"2023-03-10","Gyeonggi-do","8273449","8336","2727"
"2023-03-10","Gyeongsangnam-do","1838195","1928","520"
"2023-03-10","Gangwon-do","899941","1311","283"
"2023-03-10","Jeollabuk-do","1026936","1214","427"
"2023-03-10","Sejong","242489","56","89"
"2023-03-10","Daejeon","892084","941","318"
"2023-03-10","Gwangju","891620","817","340"
"2023-03-10","Chungcheongnam-do","1238880","1560","412"
"2023-03-10","Ulsan","656291","530","156"
"2023-03-10","Gyeongsangbuk-do","1403703","2079","563"
"2023-03-10","Total","30615380","34093","10325"
"2023-03-10","Seoul","5944743","6359","2170"
"2023-03-10","Jeollanam-do","1001798","975","336"
"2023-03-10","Daegu","1338971","1982","407"
"2023-03-10","Busan","1823401","2810","532"
"2023-03-10","Jeju","387657","269","216"
"2023-03-10","Incheon","1777828","1883","500"
"2023-03-10","Lazaretto","17623","16","0"
"2023-03-11","Daejeon","892385","941","304"
"2023-03-11","Jeju","387859","269","202"
"2023-03-11","Gyeonggi-do","8276204","8336","2788"
"2023-03-11","Chungcheongnam-do","1239293","1561","416"
"2023-03-11","Gyeongsangnam-do","1838742","1928","549"
"2023-03-11","Lazaretto","17629","16","0"
"2023-03-11","Jeollanam-do","1002129","976","331"
"2023-03-11","Total","30625389","34096","9994"
"2023-03-11","Jeollabuk-do","1027298","1215","362"
"2023-03-11","Busan","1823831","2810","466"
"2023-03-11","Ulsan","656453","530","162"
"2023-03-11","Gyeongsangbuk-do","1404218","2079","514"
"2023-03-11","Seoul","5946675","6359","1974"
"2023-03-11","Gangwon-do","900209","1311","271"
"2023-03-11","Incheon","1778318","1883","498"
"2023-03-11","Sejong","242598","56","109"
"2023-03-11","Gwangju","891904","817","284"
"2023-03-11","Chungcheongbuk-do","960258","1027","347"
"2023-03-11","Daegu","1339386","1982","417"
"2023-03-12","Chungcheongbuk-do","960551","0","291"
"2023-03-12","Incheon","1778845","0","526"
"2023-03-12","Jeollanam-do","1002444","0","315"
"2023-03-12","Busan","1824269","0","438"
"2023-03-12","Seoul","5948504","0","1829"
"2023-03-12","Lazaretto","17634","0","0"
"2023-03-12","Jeju","388081","0","222"
"2023-03-12","Gyeongsangbuk-do","1404750","0","532"
"2023-03-12","Jeollabuk-do","1027727","0","429"
"2023-03-12","Daejeon","892739","0","354"
"2023-03-12","Daegu","1339745","0","359"
"2023-03-12","Ulsan","656604","0","151"
"2023-03-12","Gangwon-do","900450","0","241"
"2023-03-12","Total","30634473","0","9320"
"2023-03-12","Gwangju","892186","0","282"
"2023-03-12","Gyeonggi-do","8278626","0","2419"
"2023-03-12","Gyeongsangnam-do","1839199","0","457"
"2023-03-12","Sejong","242703","0","105"
"2023-03-12","Chungcheongnam-do","1239674","0","379"
"2023-03-13","Sejong","242750","56","47"
"2023-03-13","Ulsan","656653","531","49"
"2023-03-13","Jeollabuk-do","1027863","1215","136"
"2023-03-13","Daejeon","892889","942","150"
"2023-03-13","Gyeonggi-do","8279911","8340","1284"
"2023-03-13","Busan","1824413","2810","144"
"2023-03-13","Daegu","1339959","1984","214"
"2023-03-13","Incheon","1779099","1884","253"
"2023-03-13","Seoul","5949194","6362","690"
"2023-03-13","Chungcheongbuk-do","960689","1027","138"
"2023-03-13","Total","30638670","34115","4185"
"2023-03-13","Lazaretto","17642","16","0"
"2023-03-13","Gangwon-do","900582","1311","132"
"2023-03-13","Gyeongsangbuk-do","1404990","2081","238"
"2023-03-13","Jeollanam-do","1002574","977","130"
"2023-03-13","Gyeongsangnam-do","1839395","1930","196"
"2023-03-13","Gwangju","892294","817","108"
"2023-03-13","Jeju","388213","269","132"
"2023-03-13","Chungcheongnam-do","1239819","1563","145"
"2023-03-14","Busan","1824953","2811","540"
"2023-03-14","Total","30650069","34121","11388"
"2023-03-14","Jeju","388331","269","118"
"2023-03-14","Chungcheongbuk-do","961048","1027","359"
"2023-03-14","Gangwon-do","900879","1312","297"
"2023-03-14","Daegu","1340476","1984","515"
"2023-03-14","Incheon","1779745","1885","645"
"2023-03-14","Jeollanam-do","1002889","977","314"
"2023-03-14","Seoul","5951592","6362","2398"
"2023-03-14","Jeollabuk-do","1028307","1215","444"
"2023-03-14","Gyeongsangnam-do","1839868","1930","473"
"2023-03-14","Sejong","242877","56","127"
"2023-03-14","Ulsan","656825","531","171"
"2023-03-14","Lazaretto","17648","16","0"
"2023-03-14","Gyeongsangbuk-do","1405525","2082","535"
"2023-03-14","Gyeonggi-do","8283219","8341","3308"
"2023-03-14","Gwangju","892561","818","267"
"2023-03-14","Daejeon","893312","942","423"
"2023-03-14","Chungcheongnam-do","1240275","1563","456"
"2023-03-15","Gwangju","892914","818","353"
"2023-03-15","Gyeongsangbuk-do","1406163","2084","638"
"2023-03-15","Jeollabuk-do","1028757","1215","449"
"2023-03-15","Incheon","1780364","1885","619"
"2023-03-15","Gangwon-do","901267","1312","388"
"2023-03-15","Chungcheongbuk-do","961517","1028","469"
"2023-03-15","Jeju","388625","270","294"
"2023-03-15","Ulsan","656980","531","155"
"2023-03-15","Sejong","243002","56","125"
"2023-03-15","Daejeon","893713","942","401"
"2023-03-15","Jeollanam-do","1003229","979","340"
"2023-03-15","Gyeongsangnam-do","1840453","1931","585"
"2023-03-15","Daegu","1340903","1984","427"
"2023-03-15","Total","30661967","34131","11877"
"2023-03-15","Chungcheongnam-do","1240709","1563","434"
"2023-03-15","Gyeonggi-do","8286572","8343","3353"
"2023-03-15","Lazaretto","17662","16","0"
"2023-03-15","Busan","1825495","2811","542"
"2023-03-15","Seoul","5953904","6363","2306"
"2023-03-16","Seoul","5955883","6364","1979"
"2023-03-16","Gyeonggi-do","8289348","8346","2774"
"2023-03-16","Total","30671899","34148","9921"
"2023-03-16","Daegu","1341289","1986","386"
"2023-03-16","Gyeongsangnam-do","1840873","1932","420"
"2023-03-16","Busan","1825932","2811","437"
"2023-03-16","Ulsan","657128","531","148"
"2023-03-16","Gwangju","893182","818","268"
"2023-03-16","Gangwon-do","901560","1312","293"
"2023-03-16","Chungcheongbuk-do","961841","1029","324"
"2023-03-16","Jeollabuk-do","1029205","1215","448"
"2023-03-16","Lazaretto","17668","16","0"
"2023-03-16","Daejeon","894036","943","323"
"2023-03-16","Gyeongsangbuk-do","1406732","2085","569"
"2023-03-16","Chungcheongnam-do","1241107","1563","398"
"2023-03-16","Jeju","388855","271","230"
"2023-03-16","Sejong","243088","56","86"
"2023-03-16","Incheon","1780892","1889","525"
"2023-03-16","Jeollanam-do","1003544","981","315"
"2023-03-17","Ulsan","657244","531","115"
"2023-03-17","Gwangju","893415","818","233"
"2023-03-17","Gyeongsangnam-do","1841296","1932","423"
"2023-03-17","Gyeongsangbuk-do","1407212","2086","479"
"2023-03-17","Seoul","5957871","6364","1987"
"2023-03-17","Chungcheongbuk-do","962167","1029","326"
"2023-03-17","Jeju","389013","271","157"
"2023-03-17","Incheon","1781380","1890","488"
"2023-03-17","Daejeon","894336","943","300"
"2023-03-17","Sejong","243174","56","86"
"2023-03-17","Gangwon-do","901786","1313","225"
"2023-03-17","Lazaretto","17673","16","0"
"2023-03-17","Jeollanam-do","1003822","981","278"
"2023-03-17","Total","30680964","34155","9054"
"2023-03-17","Busan","1826301","2812","369"
"2023-03-17","Jeollabuk-do","1029553","1217","348"
"2023-03-17","Chungcheongnam-do","1241462","1563","355"
"2023-03-17","Gyeonggi-do","8291839","8346","2491"
"2023-03-17","Daegu","1341684","1987","394"
"2023-03-18","Gwangju","893700","818","285"
"2023-03-18","Sejong","243283","56","109"
"2023-03-18","Jeollanam-do","1004106","981","284"
"2023-03-18","Gyeonggi-do","8294433","8347","2633"
"2023-03-18","Seoul","5959761","6365","1927"
"2023-03-18","Total","30690223","34159","9243"
"2023-03-18","Daejeon","894655","943","325"
"2023-03-18","Incheon","1781724","1890","472"
"2023-03-18","Daegu","1342062","1987","386"
"2023-03-18","Gyeongsangnam-do","1841710","1932","416"
"2023-03-18","Gyeongsangbuk-do","1407691","2086","480"
"2023-03-18","Gangwon-do","902035","1314","250"
"2023-03-18","Jeju","389235","272","222"
"2023-03-18","Jeollabuk-do","1029931","1217","379"
"2023-03-18","Chungcheongbuk-do","962470","1029","302"
"2023-03-18","Chungcheongnam-do","1241765","1563","309"
"2023-03-18","Busan","1826629","2812","354"
"2023-03-18","Lazaretto","17679","16","0"
"2023-03-18","Ulsan","657354","531","110"
"2023-03-19","Jeju","389447","0","212"
"2023-03-19","Incheon","1782228","0","504"
"2023-03-19","Gwangju","893946","0","246"
"2023-03-19","Chungcheongnam-do","1242113","0","348"
"2023-03-19","Gyeonggi-do","8296887","0","2453"
"2023-03-19","Daejeon","894924","0","268"
"2023-03-19","Sejong","243382","0","99"
"2023-03-19","Jeollanam-do","1004376","0","270"
"2023-03-19","Gyeongsangbuk-do","1408110","0","418"
"2023-03-19","Jeollabuk-do","1030299","0","368"
"2023-03-19","Ulsan","657448","0","93"
"2023-03-19","Gangwon-do","902233","0","198"
"2023-03-19","Busan","1826959","0","330"
"2023-03-19","Total","30698754","0","8790"
"2023-03-19","Lazaretto","17684","0","0"
"2023-03-19","Chungcheongbuk-do","962760","0","290"
"2023-03-19","Gyeongsangnam-do","1842112","0","402"
"2023-03-19","Daegu","1342491","0","426"
"2023-03-19","Seoul","5961631","0","1870"
"2023-03-20","Gwangju","893946","818","246"
"2023-03-20","Total","30699030","34171","8795"
"2023-03-20","Gyeongsangnam-do","1842240","1934","128"
"2023-03-20","Lazaretto","17684","16","0"
"2023-03-20","Busan","1827041","2814","82"
"2023-03-20","Busan","1827041","2814","82"
"2023-03-20","Ulsan","657491","531","43"
"2023-03-20","Ulsan","657448","531","93"
"2023-03-20","Jeju","389447","272","212"
"2023-03-20","Chungcheongbuk-do","962760","1029","290"
"2023-03-20","Jeju","389580","272","133"
"2023-03-20","Sejong","243412","56","30"
"2023-03-20","Gyeonggi-do","8298093","8349","1206"
"2023-03-20","Sejong","243382","56","99"
"2023-03-20","Total","30702678","34171","3912"
"2023-03-20","Jeollabuk-do","1030497","1219","198"
"2023-03-20","Gangwon-do","902355","1315","122"
"2023-03-20","Gangwon-do","902355","1315","122"
"2023-03-20","Incheon","1782454","1890","222"
"2023-03-20","Gyeonggi-do","8296887","8349","2453"
"2023-03-20","Lazaretto","17694","16","0"
"2023-03-20","Busan","1826959","2814","330"
"2023-03-20","Jeollanam-do","1004476","981","100"
"2023-03-20","Gyeongsangbuk-do","1408346","2086","236"
"2023-03-20","Jeollabuk-do","1030299","1219","368"
"2023-03-20","Gyeongsangnam-do","1842112","1934","402"
"2023-03-20","Total","30702960","34171","3916"
"2023-03-20","Seoul","5962320","6366","689"
"2023-03-20","Chungcheongbuk-do","962953","1029","193"
"2023-03-20","Gyeongsangbuk-do","1408346","2086","236"
"2023-03-20","Daegu","1342603","1989","112"
"2023-03-20","Daejeon","895066","943","142"
"2023-03-20","Chungcheongnam-do","1242258","1563","145"
"2023-03-20","Gyeonggi-do","8298093","8349","1206"
"2023-03-20","Incheon","1782228","1890","504"
"2023-03-20","Jeollanam-do","1004476","981","100"
"2023-03-20","Jeju","389580","272","133"
"2023-03-20","Seoul","5961631","6366","1870"
"2023-03-20","Sejong","243412","56","30"
"2023-03-20","Jeollabuk-do","1030497","1219","198"
"2023-03-20","Lazaretto","17694","16","0"
"2023-03-20","Ulsan","657491","531","43"
"2023-03-20","Gwangju","894081","818","135"
"2023-03-20","Daegu","1342491","1989","426"
"2023-03-20","Daejeon","895066","943","142"
"2023-03-20","Incheon","1782454","1890","222"
"2023-03-20","Chungcheongnam-do","1242258","1563","145"
"2023-03-20","Seoul","5962320","6366","689"
"2023-03-20","Daejeon","894924","943","268"
"2023-03-20","Gwangju","894081","818","135"
"2023-03-20","Gangwon-do","902233","1315","198"
"2023-03-20","Jeollanam-do","1004376","981","270"
"2023-03-20","Chungcheongbuk-do","962953","1029","193"
"2023-03-20","Gyeongsangbuk-do","1408110","2086","418"
"2023-03-20","Chungcheongnam-do","1242113","1563","348"
"2023-03-20","Daegu","1342603","1989","112"
"2023-03-20","Gyeongsangnam-do","1842240","1934","128"
"2023-03-21","Incheon","1783169","1889","714"
"2023-03-21","Gangwon-do","902596","1316","240"
"2023-03-21","Daegu","1343138","1989","534"
"2023-03-21","Jeju","389720","272","140"
"2023-03-21","Gyeonggi-do","8301571","8351","3476"
"2023-03-21","Jeollabuk-do","1030979","1219","482"
"2023-03-21","Seoul","5965162","6367","2840"
"2023-03-21","Sejong","243564","56","152"
"2023-03-21","Chungcheongnam-do","1242736","1564","478"
"2023-03-21","Daejeon","895546","943","480"
"2023-03-21","Gyeongsangnam-do","1842755","1934","515"
"2023-03-21","Busan","1827451","2815","409"
"2023-03-21","Gyeongsangbuk-do","1408857","2087","511"
"2023-03-21","Ulsan","657610","531","119"
"2023-03-21","Jeollanam-do","1004778","982","302"
"2023-03-21","Chungcheongbuk-do","963278","1029","325"
"2023-03-21","Total","30714691","34178","11996"
"2023-03-21","Gwangju","894363","818","282"
"2023-03-21","Lazaretto","17703","16","0"
"2023-03-22","Chungcheongnam-do","1243215","1564","479"
"2023-03-22","Sejong","243701","56","137"
"2023-03-22","Jeollabuk-do","1031505","1220","523"
"2023-03-22","Gyeonggi-do","8305416","8351","3838"
"2023-03-22","Daegu","1343638","1989","499"
"2023-03-22","Total","30727767","34187","13053"
"2023-03-22","Lazaretto","17708","16","0"
"2023-03-22","Ulsan","657763","531","153"
"2023-03-22","Gwangju","894772","821","408"
"2023-03-22","Gyeongsangnam-do","1843288","1934","533"
"2023-03-22","Busan","1827878","2815","426"
"2023-03-22","Jeju","389989","272","269"
"2023-03-22","Chungcheongbuk-do","963779","1030","501"
"2023-03-22","Incheon","1783917","1889","747"
"2023-03-22","Gyeongsangbuk-do","1409582","2088","722"
"2023-03-22","Gangwon-do","902970","1316","374"
"2023-03-22","Jeollanam-do","1005086","982","308"
"2023-03-22","Daejeon","895965","944","418"
"2023-03-22","Seoul","5967885","6369","2723"
"2023-03-23","Chungcheongnam-do","1243695","1565","480"
"2023-03-23","Sejong","243822","56","121"
"2023-03-23","Gangwon-do","903239","1317","269"
"2023-03-23","Gyeongsangnam-do","1843817","1936","529"
"2023-03-23","Gwangju","895125","821","353"
"2023-03-23","Seoul","5970352","6371","2466"
"2023-03-23","Busan","1828301","2816","422"
"2023-03-23","Lazaretto","17712","16","0"
"2023-03-23","Total","30739164","34201","11376"
"2023-03-23","Jeju","390188","272","199"
"2023-03-23","Gyeonggi-do","8308732","8354","3311"
"2023-03-23","Incheon","1784541","1890","621"
"2023-03-23","Daegu","1344037","1989","396"
"2023-03-23","Jeollabuk-do","1031987","1220","481"
"2023-03-23","Gyeongsangbuk-do","1410099","2088","515"
"2023-03-23","Chungcheongbuk-do","964171","1030","392"
"2023-03-23","Daejeon","896356","944","391"
"2023-03-23","Jeollanam-do","1005402","985","315"
"2023-03-23","Ulsan","657881","531","118"
"2023-03-24","Gyeonggi-do","8311777","8357","3045"
"2023-03-24","Incheon","1785137","1891","594"
"2023-03-24","Gwangju","895395","821","270"
"2023-03-24","Sejong","243963","56","141"
"2023-03-24","Ulsan","658005","531","123"
"2023-03-24","Jeollabuk-do","1032445","1220","458"
"2023-03-24","Chungcheongbuk-do","964513","1031","342"
"2023-03-24","Daegu","1344437","1989","400"
"2023-03-24","Daejeon","896781","944","425"
"2023-03-24","Gyeongsangnam-do","1844193","1937","376"
"2023-03-24","Gyeongsangbuk-do","1410578","2088","479"
"2023-03-24","Chungcheongnam-do","1244083","1565","388"
"2023-03-24","Lazaretto","17720","16","0"
"2023-03-24","Jeju","390385","272","197"
"2023-03-24","Gangwon-do","903498","1318","258"
"2023-03-24","Busan","1828614","2816","313"
"2023-03-24","Jeollanam-do","1005671","987","269"
"2023-03-24","Total","30749447","34211","10269"
"2023-03-24","Seoul","5972545","6372","2191"
"2023-03-25","Lazaretto","17723","16","0"
"2023-03-25","Chungcheongnam-do","1244481","1565","401"
"2023-03-25","Jeollanam-do","1005947","988","276"
"2023-03-25","Ulsan","658083","531","85"
"2023-03-25","Gyeonggi-do","8314777","8358","3115"
"2023-03-25","Daegu","1344789","1989","367"
"2023-03-25","Sejong","244076","56","113"
"2023-03-25","Busan","1828910","2816","346"
"2023-03-25","Jeollabuk-do","1032876","1220","435"
"2023-03-25","Gangwon-do","903754","1318","255"
"2023-03-25","Gyeongsangnam-do","1844576","1939","387"
"2023-03-25","Gwangju","895682","822","287"
"2023-03-25","Jeju","390591","272","206"
"2023-03-25","Gyeongsangbuk-do","1411081","2088","506"
"2023-03-25","Daejeon","897166","944","394"
"2023-03-25","Total","30759099","34217","10429"
"2023-03-25","Incheon","1785696","1891","574"
"2023-03-25","Seoul","5974758","6373","2267"
"2023-03-25","Chungcheongbuk-do","964929","1031","417"
"2023-03-26","Gyeonggi-do","8317449","0","2670"
"2023-03-26","Ulsan","658169","0","86"
"2023-03-26","Chungcheongbuk-do","965265","0","336"
"2023-03-26","Daegu","1345156","0","366"
"2023-03-26","Gyeongsangbuk-do","1411502","0","418"
"2023-03-26","Seoul","5976965","0","2206"
"2023-03-26","Gangwon-do","903937","0","183"
"2023-03-26","Gyeongsangnam-do","1844967","0","389"
"2023-03-26","Chungcheongnam-do","1244803","0","322"
"2023-03-26","Daejeon","897489","0","323"
"2023-03-26","Jeollabuk-do","1033286","0","410"
"2023-03-26","Total","30768453","0","9333"
"2023-03-26","Lazaretto","17733","0","0"
"2023-03-26","Jeju","390757","0","166"
"2023-03-26","Incheon","1786283","0","586"
"2023-03-26","Jeollanam-do","1006211","0","264"
"2023-03-26","Sejong","244186","0","110"
"2023-03-26","Busan","1829188","0","277"
"2023-03-26","Gwangju","895910","0","228"
"2023-03-27","Chungcheongnam-do","1244943","1565","140"
"2023-03-27","Daegu","1345271","1989","115"
"2023-03-27","Seoul","5977738","6376","773"
"2023-03-27","Gyeonggi-do","8318772","8358","1323"
"2023-03-27","Gangwon-do","904064","1318","127"
"2023-03-27","Jeollanam-do","1006305","988","94"
"2023-03-27","Chungcheongbuk-do","965501","1031","236"
"2023-03-27","Daejeon","897637","944","148"
"2023-03-27","Gyeongsangnam-do","1845121","1942","154"
"2023-03-27","Sejong","244252","56","66"
"2023-03-27","Jeollabuk-do","1033422","1220","136"
"2023-03-27","Busan","1829286","2816","98"
"2023-03-27","Ulsan","658213","531","44"
"2023-03-27","Gyeongsangbuk-do","1411695","2088","193"
"2023-03-27","Gwangju","896053","822","143"
"2023-03-27","Lazaretto","17738","16","0"
"2023-03-27","Total","30772653","34223","4191"
