"date","cases","deaths","icu","region"
"2022-04-10",90849,258,1114,"South Korea"
"2022-04-11",210706,171,1099,"South Korea"
"2022-04-12",195393,184,1005,"South Korea"
"2022-04-13",148405,318,1014,"South Korea"
"2022-04-14",125846,264,962,"South Korea"
"2022-04-15",107882,273,999,"South Korea"
"2022-04-16",93001,203,913,"South Korea"
"2022-04-17",47684,132,893,"South Korea"
"2022-04-18",118465,130,850,"South Korea"
"2022-04-19",111277,166,834,"South Korea"
"2022-04-20",90819,147,808,"South Korea"
"2022-04-21",81058,206,846,"South Korea"
"2022-04-22",75414,151,833,"South Korea"
"2022-04-23",64725,109,738,"South Korea"
"2022-04-24",34310,110,726,"South Korea"
"2022-04-25",80335,82,668,"South Korea"
"2022-04-26",76762,141,613,"South Korea"
"2022-04-27",57447,122,546,"South Korea"
"2022-04-28",50544,136,552,"South Korea"
"2022-04-29",43286,70,526,"South Korea"
"2022-04-30",37771,81,490,"South Korea"
"2022-05-01",19973,83,493,"South Korea"
"2022-05-02",51105,49,461,"South Korea"
"2022-05-03",49045,72,417,"South Korea"
"2022-05-04",42296,79,432,"South Korea"
"2022-05-05",26714,48,441,"South Korea"
"2022-05-06",39552,83,423,"South Korea"
"2022-05-07",40064,71,419,"South Korea"
"2022-05-08",20564,40,423,"South Korea"
"2022-05-09",49907,62,421,"South Korea"
"2022-05-10",43902,29,398,"South Korea"
"2022-05-11",35864,63,383,"South Korea"
"2022-05-12",32451,52,354,"South Korea"
"2022-05-13",29541,55,347,"South Korea"
"2022-05-14",25434,48,341,"South Korea"
"2022-05-15",13251,35,338,"South Korea"
"2022-05-16",35080,27,345,"South Korea"
"2022-05-17",31327,31,333,"South Korea"
"2022-05-18",28113,40,313,"South Korea"
"2022-05-19",25105,43,274,"South Korea"
"2022-05-20",23462,26,251,"South Korea"
"2022-05-21",19298,54,235,"South Korea"
"2022-05-22",9944,22,229,"South Korea"
"2022-05-23",26326,19,225,"South Korea"
"2022-05-24",23937,23,232,"South Korea"
"2022-05-25",18799,34,237,"South Korea"
"2022-05-26",16584,40,243,"South Korea"
"2022-05-27",14382,36,207,"South Korea"
"2022-05-28",12654,19,196,"South Korea"
"2022-05-29",6124,9,188,"South Korea"
"2022-05-30",17171,9,178,"South Korea"
"2022-05-31",15797,21,180,"South Korea"
"2022-06-01",9878,15,188,"South Korea"
"2022-06-02",12510,17,176,"South Korea"
"2022-06-03",12048,9,160,"South Korea"
"2022-06-04",9835,20,141,"South Korea"
"2022-06-05",5022,21,136,"South Korea"
"2022-06-06",6134,20,129,"South Korea"
"2022-06-07",13343,6,117,"South Korea"
"2022-06-08",12150,18,114,"South Korea"
"2022-06-09",9315,18,106,"South Korea"
"2022-06-10",8428,10,107,"South Korea"
"2022-06-11",7382,20,101,"South Korea"
"2022-06-12",3818,17,98,"South Korea"
"2022-06-13",9766,2,95,"South Korea"
"2022-06-14",9419,9,98,"South Korea"
"2022-06-15",7982,8,93,"South Korea"
"2022-06-16",7198,9,98,"South Korea"
"2022-06-17",6842,11,82,"South Korea"
"2022-06-18",6067,14,71,"South Korea"
"2022-06-19",3511,10,70,"South Korea"
"2022-06-20",9286,12,72,"South Korea"
"2022-06-21",8937,11,68,"South Korea"
"2022-06-22",7480,14,64,"South Korea"
"2022-06-23",7227,10,58,"South Korea"
"2022-06-24",6780,21,52,"South Korea"
"2022-06-25",6246,3,50,"South Korea"
"2022-06-26",3404,3,54,"South Korea"
"2022-06-27",9870,5,68,"South Korea"
"2022-06-28",10453,7,62,"South Korea"
"2022-06-29",9583,10,59,"South Korea"
"2022-06-30",9528,8,54,"South Korea"
"2022-07-01",10695,7,56,"South Korea"
"2022-07-02",10059,8,53,"South Korea"
"2022-07-03",0,4,53,"South Korea"
"2022-07-04",6239,2,56,"South Korea"
"2022-07-05",18138,7,54,"South Korea"
"2022-07-06",19363,10,61,"South Korea"
"2022-07-07",18498,12,56,"South Korea"
"2022-07-08",19323,19,62,"South Korea"
"2022-07-09",20263,19,61,"South Korea"
"2022-07-10",20410,18,67,"South Korea"
"2022-07-11",12656,7,71,"South Korea"
"2022-07-12",37342,12,74,"South Korea"
"2022-07-13",40239,16,67,"South Korea"
"2022-07-14",39178,16,69,"South Korea"
"2022-07-15",38845,16,65,"South Korea"
"2022-07-16",41310,14,70,"South Korea"
"2022-07-18",26254,12,71,"South Korea"
"2022-07-19",73558,12,91,"South Korea"
"2022-07-20",76341,17,96,"South Korea"
"2022-07-21",71117,31,107,"South Korea"
"2022-07-22",68632,30,130,"South Korea"
"2022-07-23",68521,18,140,"South Korea"
"2022-07-24",65433,17,146,"South Korea"
"2022-07-25",35824,17,144,"South Korea"
"2022-07-26",99224,25,168,"South Korea"
"2022-07-27",100197,25,177,"South Korea"
"2022-07-28",88339,35,196,"South Korea"
"2022-07-29",85320,35,234,"South Korea"
"2022-07-30",81944,20,242,"South Korea"
"2022-07-31",73589,21,284,"South Korea"
"2022-08-01",44600,16,287,"South Korea"
"2022-08-02",111733,26,282,"South Korea"
"2022-08-03",119877,34,284,"South Korea"
"2022-08-04",107850,47,310,"South Korea"
"2022-08-05",112901,45,320,"South Korea"
"2022-08-06",110610,27,313,"South Korea"
"2022-08-07",105507,29,297,"South Korea"
"2022-08-08",55214,40,324,"South Korea"
"2022-08-09",149839,50,364,"South Korea"
"2022-08-10",151747,59,402,"South Korea"
"2022-08-11",137198,58,418,"South Korea"
"2022-08-12",128714,67,453,"South Korea"
"2022-08-13",124515,57,469,"South Korea"
"2022-08-14",119603,50,512,"South Korea"
"2022-08-15",62078,37,521,"South Korea"
"2022-08-16",83977,42,563,"South Korea"
"2022-08-17",180709,61,469,"South Korea"
"2022-08-18",178503,83,470,"South Korea"
"2022-08-19",138812,84,492,"South Korea"
"2022-08-20",129350,64,511,"South Korea"
"2022-08-21",110944,65,531,"South Korea"
"2022-08-22",58886,52,551,"South Korea"
"2022-08-23",150084,63,487,"South Korea"
"2022-08-24",139249,108,573,"South Korea"
"2022-08-25",113295,81,566,"South Korea"
"2022-08-26",101140,86,575,"South Korea"
"2022-08-27",95538,70,579,"South Korea"
"2022-08-28",85295,49,581,"South Korea"
"2022-08-29",43023,71,597,"South Korea"
"2022-08-30",115596,75,591,"South Korea"
"2022-08-31",103887,112,569,"South Korea"
"2022-09-01",81515,64,555,"South Korea"
"2022-09-02",89586,74,508,"South Korea"
"2022-09-03",79623,79,520,"South Korea"
"2022-09-04",72144,56,548,"South Korea"
"2022-09-05",37448,44,562,"South Korea"
"2022-09-06",99781,56,536,"South Korea"
"2022-09-07",85493,64,521,"South Korea"
"2022-09-08",72625,68,493,"South Korea"
"2022-09-09",69410,22,504,"South Korea"
"2022-09-10",42724,48,525,"South Korea"
"2022-09-11",28214,47,532,"South Korea"
"2022-09-12",36938,35,553,"South Korea"
"2022-09-13",57309,60,547,"South Korea"
"2022-09-14",93865,72,507,"South Korea"
"2022-09-15",71429,60,491,"South Korea"
"2022-09-16",51874,46,516,"South Korea"
"2022-09-17",43457,57,477,"South Korea"
"2022-09-18",34707,39,489,"South Korea"
"2022-09-19",19354,24,508,"South Korea"
"2022-09-20",47862,59,497,"South Korea"
"2022-09-21",41249,59,494,"South Korea"
"2022-09-22",32982,68,428,"South Korea"
"2022-09-23",29108,63,399,"South Korea"
"2022-09-24",29315,73,418,"South Korea"
"2022-09-25",25792,33,416,"South Korea"
"2022-09-26",14110,26,427,"South Korea"
"2022-09-27",39392,46,401,"South Korea"
"2022-09-28",36124,46,375,"South Korea"
"2022-09-29",30850,42,363,"South Korea"
"2022-09-30",28497,39,352,"South Korea"
"2022-10-01",26913,44,356,"South Korea"
"2022-10-02",23597,20,353,"South Korea"
"2022-10-03",12150,19,361,"South Korea"
"2022-10-04",16394,16,353,"South Korea"
"2022-10-05",34694,29,333,"South Korea"
"2022-10-06",28609,41,325,"South Korea"
"2022-10-07",22298,32,329,"South Korea"
"2022-10-08",19379,29,287,"South Korea"
"2022-10-09",17654,23,305,"South Korea"
"2022-10-10",8981,10,311,"South Korea"
"2022-10-11",15444,15,313,"South Korea"
"2022-10-12",30506,25,263,"South Korea"
"2022-10-13",26936,35,266,"South Korea"
"2022-10-14",23583,25,237,"South Korea"
"2022-10-15",22757,32,245,"South Korea"
"2022-10-16",21469,11,247,"South Korea"
"2022-10-17",10982,5,248,"South Korea"
"2022-10-18",33227,43,247,"South Korea"
"2022-10-19",29441,23,243,"South Korea"
"2022-10-20",25389,30,249,"South Korea"
"2022-10-21",24751,22,233,"South Korea"
"2022-10-22",26823,16,196,"South Korea"
"2022-10-23",26256,10,212,"South Korea"
"2022-10-24",14257,17,226,"South Korea"
"2022-10-25",43722,26,225,"South Korea"
"2022-10-26",40807,26,242,"South Korea"
"2022-10-27",34948,31,242,"South Korea"
"2022-10-28",35899,31,252,"South Korea"
"2022-10-29",37321,27,270,"South Korea"
"2022-10-30",34511,18,272,"South Korea"
"2022-10-31",18510,54,288,"South Korea"
"2022-11-01",58332,9,288,"South Korea"
"2022-11-02",54740,41,303,"South Korea"
"2022-11-03",46871,35,290,"South Korea"
"2022-11-04",43449,41,304,"South Korea"
"2022-11-05",40863,18,314,"South Korea"
"2022-11-06",36675,16,346,"South Korea"
"2022-11-07",18671,30,365,"South Korea"
"2022-11-08",62273,59,360,"South Korea"
"2022-11-09",62472,52,336,"South Korea"
"2022-11-10",55365,86,323,"South Korea"
"2022-11-11",54519,48,345,"South Korea"
"2022-11-12",54328,44,371,"South Korea"
"2022-11-13",48362,39,396,"South Korea"
"2022-11-14",23765,47,413,"South Korea"
"2022-11-15",72883,67,412,"South Korea"
"2022-11-16",66587,63,411,"South Korea"
"2022-11-17",55437,65,380,"South Korea"
"2022-11-18",49418,41,365,"South Korea"
"2022-11-19",50435,35,419,"South Korea"
"2022-11-20",46011,45,451,"South Korea"
"2022-11-21",23091,53,465,"South Korea"
"2022-11-22",72873,59,461,"South Korea"
"2022-11-23",70324,55,477,"South Korea"
"2022-11-24",59089,52,437,"South Korea"
"2022-11-25",53698,39,453,"South Korea"
"2022-11-26",52648,44,478,"South Korea"
"2022-11-27",47028,41,481,"South Korea"
"2022-11-28",22327,52,491,"South Korea"
"2022-11-29",71476,62,491,"South Korea"
"2022-11-30",67415,53,472,"South Korea"
"2022-12-01",57079,48,430,"South Korea"
"2022-12-02",52987,60,460,"South Korea"
"2022-12-03",52726,40,442,"South Korea"
"2022-12-04",46564,24,460,"South Korea"
"2022-12-05",23160,54,458,"South Korea"
"2022-12-06",77604,61,443,"South Korea"
"2022-12-07",74714,67,441,"South Korea"
"2022-12-08",65253,0,435,"South Korea"
"2022-12-09",62604,94,442,"South Korea"
"2022-12-10",62738,30,428,"South Korea"
"2022-12-11",54319,29,440,"South Korea"
"2022-12-12",25667,46,478,"South Korea"
"2022-12-13",86852,58,460,"South Korea"
"2022-12-14",84571,66,463,"South Korea"
"2022-12-15",70154,55,465,"South Korea"
"2022-12-16",66953,42,474,"South Korea"
"2022-12-17",66752,39,468,"South Korea"
"2022-12-18",58862,56,520,"South Korea"
"2022-12-19",26622,59,535,"South Korea"
"2022-12-20",87559,62,519,"South Korea"
"2022-12-21",88172,63,512,"South Korea"
"2022-12-22",75744,70,547,"South Korea"
"2022-12-23",68168,46,530,"South Korea"
"2022-12-24",66049,42,534,"South Korea"
"2022-12-25",58448,50,592,"South Korea"
"2022-12-26",25545,69,583,"South Korea"
"2022-12-27",87451,76,592,"South Korea"
"2022-12-28",87498,68,587,"South Korea"
"2022-12-29",71413,61,590,"South Korea"
"2022-12-30",65207,63,562,"South Korea"
"2022-12-31",63104,53,557,"South Korea"
"2023-01-01",57527,29,636,"South Korea"
"2023-01-02",22735,54,637,"South Korea"
"2023-01-03",81056,66,620,"South Korea"
"2023-01-04",78575,75,623,"South Korea"
"2023-01-05",64106,60,571,"South Korea"
"2023-01-06",56954,34,548,"South Korea"
"2023-01-07",53608,35,544,"South Korea"
"2023-01-09",19106,76,532,"South Korea"
"2023-01-10",60041,76,541,"South Korea"
"2023-01-11",54343,46,540,"South Korea"
"2023-01-12",43953,45,510,"South Korea"
"2023-01-13",39726,37,511,"South Korea"
"2023-01-14",36552,35,505,"South Korea"
"2023-01-15",32570,30,499,"South Korea"
"2023-01-16",14144,43,510,"South Korea"
"2023-01-17",40199,47,503,"South Korea"
"2023-01-18",36908,30,490,"South Korea"
"2023-01-19",29816,51,465,"South Korea"
"2023-01-20",27408,24,453,"South Korea"
"2023-01-21",27539,26,436,"South Korea"
"2023-01-22",16624,10,460,"South Korea"
"2023-01-23",9227,25,450,"South Korea"
"2023-01-24",12262,26,468,"South Korea"
"2023-01-25",19538,36,482,"South Korea"
"2023-01-26",35096,29,489,"South Korea"
"2023-01-27",31711,29,481,"South Korea"
"2023-01-28",23367,30,410,"South Korea"
"2023-01-29",18871,24,420,"South Korea"
"2023-01-30",7416,42,402,"South Korea"
"2023-01-31",19629,36,387,"South Korea"
"2023-02-01",20420,30,359,"South Korea"
"2023-02-02",16862,22,345,"South Korea"
"2023-02-03",14961,22,339,"South Korea"
"2023-02-04",14504,18,325,"South Korea"
"2023-02-08",17934,17,283,"South Korea"
"2023-02-09",14664,16,293,"South Korea"
"2023-02-10",13504,23,287,"South Korea"
"2023-02-11",12665,11,284,"South Korea"
"2023-02-12",12051,11,268,"South Korea"
"2023-02-13",5174,24,263,"South Korea"
"2023-02-14",14371,22,245,"South Korea"
"2023-02-15",14957,28,22,"South Korea"
"2023-02-16",12519,12,217,"South Korea"
"2023-02-17",11436,12,216,"South Korea"
"2023-02-18",10641,9,213,"South Korea"
"2023-02-19",10274,8,205,"South Korea"
"2023-02-20",4324,14,197,"South Korea"
"2023-02-21",11880,22,195,"South Korea"
"2023-02-22",13082,20,186,"South Korea"
"2023-02-24",10051,6,183,"South Korea"
"2023-02-25",9913,15,181,"South Korea"
"2023-02-26",9212,16,168,"South Korea"
"2023-02-27",4026,11,163,"South Korea"
"2023-02-28",10817,15,164,"South Korea"
"2023-03-01",12291,11,145,"South Korea"
"2023-03-02",7561,6,129,"South Korea"
"2023-03-03",10408,5,135,"South Korea"
"2023-03-04",11121,9,143,"South Korea"
